customer_id,plan,monthly_price,start_date,upgrade_flag
CUST_00146,Basic,999,2024-04-05,0
CUST_00147,Basic,999,2025-04-29,0
CUST_00148,Basic,999,2025-02-10,0
CUST_00149,Basic,999,2024-08-18,0
CUST_00150,Basic,999,2025-10-16,0
CUST_00151,Pro,2499,2024-06-19,0
CUST_00152,Basic,999,2025-06-24,0
CUST_00153,Enterprise,6999,2024-02-05,0
CUST_00154,Pro,2499,2025-06-08,0
CUST_00155,Basic,999,2024-06-08,0
CUST_00156,Pro,2499,2025-11-29,0
CUST_00157,Enterprise,6999,2024-08-30,0
CUST_00158,Enterprise,6999,2024-03-26,0
CUST_00159,Basic,999,2025-07-31,0
CUST_00160,Basic,999,2025-11-12,0
CUST_00161,Pro,2499,2025-07-10,0
CUST_00162,Enterprise,6999,2025-07-27,0
CUST_00163,Pro,2499,2025-10-07,0
CUST_00164,Basic,999,2024-01-28,0
CUST_00165,Basic,999,2025-09-11,0
CUST_00166,Basic,999,2025-07-09,0
CUST_00167,Pro,2499,2024-12-05,0
CUST_00168,Basic,999,2024-11-26,0
CUST_00169,Basic,999,2025-10-01,0
CUST_00170,Basic,999,2025-05-20,0
CUST_00171,Pro,2499,2024-12-13,0
CUST_00172,Basic,999,2025-04-17,0
CUST_00173,Basic,999,2024-08-18,0
CUST_00174,Pro,2499,2024-07-08,0
CUST_00175,Pro,2499,2024-08-12,0
CUST_00176,Basic,999,2025-01-19,0
CUST_00177,Pro,2499,2025-01-11,0
CUST_00178,Basic,999,2024-10-09,0
CUST_00179,Pro,2499,2025-09-24,0
CUST_00180,Enterprise,6999,2025-09-19,0
CUST_00181,Pro,2499,2024-09-15,0
CUST_00182,Pro,2499,2024-12-24,0
CUST_00183,Enterprise,6999,2025-12-10,0
CUST_00184,Basic,999,2025-03-31,0
CUST_00185,Pro,2499,2025-02-14,0
CUST_00186,Pro,2499,2025-10-10,0
CUST_00187,Enterprise,6999,2024-11-13,0
CUST_00188,Pro,2499,2025-11-07,0
CUST_00189,Basic,999,2024-08-12,0
CUST_00190,Basic,999,2024-08-21,0
CUST_00191,Basic,999,2025-11-14,0
CUST_00192,Basic,999,2025-10-25,0
CUST_00193,Basic,999,2025-01-08,0
CUST_00194,Pro,2499,2025-11-02,0
CUST_00195,Basic,999,2025-08-30,0
CUST_00196,Pro,2499,2025-04-16,0
CUST_00197,Basic,999,2024-08-20,0
CUST_00198,Pro,2499,2025-11-22,0
CUST_00199,Pro,2499,2024-04-22,0
CUST_00200,Pro,2499,2025-05-11,0
CUST_00201,Basic,999,2025-03-17,0
CUST_00202,Basic,999,2025-07-17,0
CUST_00203,Pro,2499,2024-09-24,0
CUST_00204,Basic,999,2025-05-24,0
CUST_00205,Basic,999,2025-01-20,0
CUST_00206,Basic,999,2025-01-21,0
CUST_00207,Basic,999,2024-04-22,0
CUST_00208,Pro,2499,2025-09-04,0
CUST_00209,Pro,2499,2025-09-16,0
CUST_00210,Basic,999,2024-03-21,0
CUST_00211,Pro,2499,2025-11-29,0
CUST_00212,Pro,2499,2024-04-22,0
CUST_00213,Basic,999,2024-01-02,0
CUST_00214,Pro,2499,2025-10-03,0
CUST_00215,Pro,2499,2024-08-07,0
CUST_00216,Pro,2499,2025-07-19,0
CUST_00217,Basic,999,2024-08-12,0
CUST_00218,Basic,999,2025-01-19,0
CUST_00219,Basic,999,2025-02-06,0
CUST_00220,Basic,999,2025-09-29,0
CUST_00221,Basic,999,2024-05-09,0
CUST_00222,Basic,999,2024-02-22,0
CUST_00223,Enterprise,6999,2025-11-14,0
CUST_00224,Basic,999,2025-12-30,0
CUST_00225,Basic,999,2025-11-02,0
CUST_00226,Basic,999,2025-12-10,0
CUST_00227,Enterprise,6999,2025-02-19,0
CUST_00228,Basic,999,2024-09-03,0
CUST_00229,Pro,2499,2025-03-14,0
CUST_00230,Basic,999,2024-07-21,0
CUST_00231,Basic,999,2024-07-02,0
CUST_00232,Pro,2499,2024-05-02,0
CUST_00233,Pro,2499,2025-02-04,0
CUST_00234,Pro,2499,2024-10-20,0
CUST_00235,Pro,2499,2024-10-06,0
CUST_00236,Pro,2499,2025-09-01,0
CUST_00237,Basic,999,2024-07-16,0
CUST_00238,Pro,2499,2025-05-25,0
CUST_00239,Basic,999,2024-05-23,0
CUST_00240,Basic,999,2025-08-31,0
CUST_00241,Basic,999,2024-07-19,0
CUST_00242,Enterprise,6999,2024-05-03,0
CUST_00243,Basic,999,2024-07-05,0
CUST_00244,Basic,999,2024-11-21,0
CUST_00245,Pro,2499,2025-04-08,0
CUST_00246,Pro,2499,2024-12-14,0
CUST_00247,Basic,999,2025-10-21,0
CUST_00248,Pro,2499,2025-02-06,0
CUST_00249,Basic,999,2024-12-11,0
CUST_00250,Pro,2499,2025-05-25,0
CUST_00251,Pro,2499,2024-05-26,0
CUST_00252,Pro,2499,2024-05-27,0
CUST_00253,Pro,2499,2025-12-11,0
CUST_00254,Basic,999,2025-05-03,0
CUST_00255,Basic,999,2025-10-01,0
CUST_00256,Pro,2499,2025-07-04,0
CUST_00257,Basic,999,2024-12-03,0
CUST_00258,Enterprise,6999,2025-10-02,0
CUST_00259,Enterprise,6999,2025-04-17,0
CUST_00260,Pro,2499,2024-05-30,0
CUST_00261,Basic,999,2025-02-18,0
CUST_00262,Basic,999,2024-10-24,0
CUST_00263,Enterprise,6999,2025-09-02,0
CUST_00264,Pro,2499,2024-09-19,0
CUST_00265,Basic,999,2024-05-23,0
CUST_00266,Basic,999,2024-12-11,0
CUST_00267,Basic,999,2025-09-15,0
CUST_00268,Pro,2499,2025-07-25,0
CUST_00269,Basic,999,2024-01-02,0
CUST_00270,Basic,999,2024-10-30,0
CUST_00271,Pro,2499,2024-09-10,0
CUST_00272,Basic,999,2025-10-13,0
CUST_00273,Basic,999,2025-03-28,0
CUST_00274,Basic,999,2024-02-06,0
CUST_00275,Basic,999,2024-06-08,0
CUST_00276,Pro,2499,2024-01-09,0
CUST_00277,Pro,2499,2024-08-20,0
CUST_00278,Basic,999,2024-04-08,0
CUST_00279,Pro,2499,2025-10-20,0
CUST_00280,Basic,999,2024-07-26,0
CUST_00281,Basic,999,2024-05-10,0
CUST_00282,Basic,999,2025-02-07,0
CUST_00283,Pro,2499,2024-05-31,0
CUST_00284,Enterprise,6999,2024-02-23,0
CUST_00285,Basic,999,2024-04-29,0
CUST_00286,Basic,999,2025-11-03,0
CUST_00287,Pro,2499,2025-09-19,0
CUST_00288,Enterprise,6999,2025-08-09,0
CUST_00289,Enterprise,6999,2025-09-16,0
CUST_00290,Pro,2499,2025-02-23,0
CUST_00291,Pro,2499,2025-02-25,0
CUST_00292,Pro,2499,2024-04-13,0
CUST_00293,Pro,2499,2024-09-10,0
CUST_00294,Pro,2499,2024-08-14,0
CUST_00295,Basic,999,2024-04-21,0
CUST_00296,Enterprise,6999,2025-05-24,0
CUST_00297,Basic,999,2025-04-17,0
CUST_00298,Basic,999,2024-04-08,0
CUST_00299,Pro,2499,2024-06-01,0
CUST_00300,Pro,2499,2024-12-03,0
CUST_00301,Basic,999,2025-12-06,0
CUST_00302,Pro,2499,2024-06-11,0
CUST_00303,Enterprise,6999,2025-12-20,0
CUST_00304,Pro,2499,2025-11-11,0
CUST_00305,Pro,2499,2024-06-09,0
CUST_00306,Basic,999,2025-08-02,0
CUST_00307,Basic,999,2025-02-01,0
CUST_00308,Basic,999,2024-10-03,0
CUST_00309,Pro,2499,2025-05-18,0
CUST_00310,Pro,2499,2025-01-26,0
CUST_00311,Basic,999,2024-05-14,0
CUST_00312,Pro,2499,2024-07-13,0
CUST_00313,Pro,2499,2025-02-04,0
CUST_00314,Pro,2499,2025-10-01,0
CUST_00315,Enterprise,6999,2024-02-02,0
CUST_00316,Basic,999,2025-11-18,0
CUST_00317,Pro,2499,2025-04-04,0
CUST_00318,Pro,2499,2025-04-14,0
CUST_00319,Enterprise,6999,2025-01-09,0
CUST_00320,Enterprise,6999,2024-01-22,0
CUST_00321,Pro,2499,2025-10-31,0
CUST_00322,Basic,999,2024-02-07,0
CUST_00323,Basic,999,2024-08-17,0
CUST_00324,Pro,2499,2024-12-30,0
CUST_00325,Pro,2499,2025-07-16,0
CUST_00326,Basic,999,2025-03-13,0
CUST_00327,Basic,999,2024-10-09,0
CUST_00328,Enterprise,6999,2024-01-27,0
CUST_00329,Basic,999,2024-08-13,0
CUST_00330,Pro,2499,2024-10-03,0
CUST_00331,Pro,2499,2025-08-31,0
CUST_00332,Pro,2499,2024-10-10,0
CUST_00333,Basic,999,2025-04-25,0
CUST_00334,Pro,2499,2025-03-28,0
CUST_00335,Pro,2499,2025-10-20,0
CUST_00336,Pro,2499,2025-05-30,0
CUST_00337,Enterprise,6999,2025-06-30,0
CUST_00338,Pro,2499,2024-07-10,0
CUST_00339,Basic,999,2024-02-18,0
CUST_00340,Pro,2499,2025-05-26,0
CUST_00341,Basic,999,2024-01-17,0
CUST_00342,Basic,999,2024-06-20,0
CUST_00343,Basic,999,2024-08-07,0
CUST_00344,Basic,999,2024-06-06,0
CUST_00345,Pro,2499,2025-04-21,0
CUST_00346,Basic,999,2024-02-15,0
CUST_00347,Basic,999,2025-01-07,0
CUST_00348,Basic,999,2025-06-01,0
CUST_00349,Enterprise,6999,2024-04-08,0
CUST_00350,Basic,999,2024-02-06,0
CUST_00351,Pro,2499,2024-10-06,0
CUST_00352,Pro,2499,2024-12-14,0
CUST_00353,Pro,2499,2025-05-11,0
CUST_00354,Enterprise,6999,2024-10-28,0
CUST_00355,Basic,999,2024-06-29,0
CUST_00356,Basic,999,2025-08-29,0
CUST_00357,Basic,999,2024-04-08,0
CUST_00358,Basic,999,2025-11-30,0
CUST_00359,Enterprise,6999,2024-04-25,0
CUST_00360,Enterprise,6999,2024-07-09,0
CUST_00361,Basic,999,2024-09-09,0
CUST_00362,Pro,2499,2024-06-09,0
CUST_00363,Pro,2499,2024-09-12,0
CUST_00364,Basic,999,2024-11-18,0
CUST_00365,Enterprise,6999,2024-05-07,0
CUST_00366,Basic,999,2024-01-18,0
CUST_00367,Pro,2499,2025-07-19,0
CUST_00368,Pro,2499,2025-07-23,0
CUST_00369,Pro,2499,2024-11-18,0
CUST_00370,Basic,999,2025-11-16,0
CUST_00371,Enterprise,6999,2025-09-17,0
CUST_00372,Basic,999,2024-10-14,0
CUST_00373,Pro,2499,2025-10-24,0
CUST_00374,Basic,999,2025-09-30,0
CUST_00375,Pro,2499,2024-06-03,0
CUST_00376,Basic,999,2025-05-04,0
CUST_00377,Basic,999,2025-01-20,0
CUST_00378,Basic,999,2024-04-13,0
CUST_00379,Pro,2499,2025-01-27,0
CUST_00380,Basic,999,2024-09-02,0
CUST_00381,Enterprise,6999,2024-06-24,0
CUST_00382,Enterprise,6999,2024-02-08,0
CUST_00383,Basic,999,2025-04-21,0
CUST_00384,Pro,2499,2025-11-12,0
CUST_00385,Enterprise,6999,2025-06-21,0
CUST_00386,Pro,2499,2025-02-11,0
CUST_00387,Basic,999,2025-06-08,0
CUST_00388,Basic,999,2025-05-20,0
CUST_00389,Pro,2499,2024-02-05,0
CUST_00390,Pro,2499,2025-11-15,0
CUST_00391,Pro,2499,2024-01-20,0
CUST_00392,Pro,2499,2024-11-16,0
CUST_00393,Pro,2499,2025-05-26,0
CUST_00394,Basic,999,2025-02-03,0
CUST_00395,Basic,999,2025-10-15,0
CUST_00396,Pro,2499,2025-04-15,0
CUST_00397,Basic,999,2024-05-22,0
CUST_00398,Basic,999,2024-04-01,0
CUST_00399,Basic,999,2024-12-19,0
CUST_00400,Basic,999,2025-12-27,0
CUST_00401,Basic,999,2024-02-20,0
CUST_00402,Pro,2499,2025-10-26,0
CUST_00403,Enterprise,6999,2025-11-28,0
CUST_00404,Basic,999,2025-07-28,0
CUST_00405,Basic,999,2024-07-08,0
CUST_00406,Basic,999,2024-05-04,0
CUST_00407,Basic,999,2024-05-29,0
CUST_00408,Basic,999,2024-11-09,0
CUST_00409,Enterprise,6999,2025-07-23,0
CUST_00410,Pro,2499,2024-12-07,0
CUST_00411,Basic,999,2024-10-31,0
CUST_00412,Basic,999,2025-11-22,0
CUST_00413,Basic,999,2025-11-12,0
CUST_00414,Pro,2499,2024-02-23,0
CUST_00415,Enterprise,6999,2025-03-19,0
CUST_00416,Basic,999,2025-09-04,0
CUST_00417,Basic,999,2024-09-20,0
CUST_00418,Enterprise,6999,2024-02-22,0
CUST_00419,Basic,999,2025-07-25,0
CUST_00420,Pro,2499,2025-09-11,0
CUST_00421,Pro,2499,2024-01-05,0
CUST_00422,Basic,999,2024-04-12,0
CUST_00423,Basic,999,2024-07-14,0
CUST_00424,Pro,2499,2024-12-15,0
CUST_00425,Pro,2499,2024-02-16,0
CUST_00426,Enterprise,6999,2025-10-17,0
CUST_00427,Pro,2499,2024-09-25,0
CUST_00428,Basic,999,2025-01-04,0
CUST_00429,Basic,999,2025-09-27,0
CUST_00430,Pro,2499,2024-04-15,0
CUST_00431,Enterprise,6999,2025-10-31,0
CUST_00432,Basic,999,2025-10-20,0
CUST_00433,Pro,2499,2025-10-18,0
CUST_00434,Basic,999,2024-04-29,0
CUST_00435,Enterprise,6999,2025-08-26,0
CUST_00436,Pro,2499,2024-02-27,0
CUST_00437,Pro,2499,2024-12-11,0
CUST_00438,Pro,2499,2025-04-18,0
CUST_00439,Pro,2499,2024-04-26,0
CUST_00440,Enterprise,6999,2024-05-06,0
CUST_00441,Enterprise,6999,2025-01-27,0
CUST_00442,Pro,2499,2025-10-02,0
CUST_00443,Basic,999,2024-02-27,0
CUST_00444,Pro,2499,2025-09-25,0
CUST_00445,Pro,2499,2025-05-27,0
CUST_00446,Pro,2499,2024-04-05,0
CUST_00447,Enterprise,6999,2025-09-29,0
CUST_00448,Pro,2499,2024-04-27,0
CUST_00449,Pro,2499,2025-07-13,0
CUST_00450,Enterprise,6999,2025-08-23,0
CUST_00451,Basic,999,2025-05-02,0
CUST_00452,Basic,999,2024-08-24,0
CUST_00453,Basic,999,2024-09-28,0
CUST_00454,Basic,999,2024-07-07,0
CUST_00455,Basic,999,2025-12-04,0
CUST_00456,Basic,999,2025-03-22,0
CUST_00457,Basic,999,2025-08-03,0
CUST_00458,Pro,2499,2024-09-03,0
CUST_00459,Pro,2499,2024-03-16,0
CUST_00460,Pro,2499,2024-06-02,0
CUST_00461,Pro,2499,2025-10-17,0
CUST_00462,Basic,999,2025-03-10,0
CUST_00463,Pro,2499,2024-03-26,0
CUST_00464,Pro,2499,2025-11-27,0
CUST_00465,Pro,2499,2024-10-11,0
CUST_00466,Pro,2499,2024-08-07,0
CUST_00467,Pro,2499,2024-03-09,0
CUST_00468,Pro,2499,2024-02-16,0
CUST_00469,Enterprise,6999,2024-04-03,0
CUST_00470,Basic,999,2025-03-28,0
CUST_00471,Enterprise,6999,2024-07-22,0
CUST_00472,Basic,999,2024-08-05,0
CUST_00473,Basic,999,2025-04-18,0
CUST_00474,Basic,999,2025-03-07,0
CUST_00475,Basic,999,2024-12-06,0
CUST_00476,Pro,2499,2025-07-04,0
CUST_00477,Basic,999,2025-09-03,0
CUST_00478,Basic,999,2024-10-15,0
CUST_00479,Basic,999,2024-09-10,0
CUST_00480,Pro,2499,2024-12-22,0
CUST_00481,Basic,999,2024-01-23,0
CUST_00482,Enterprise,6999,2025-06-05,0
CUST_00483,Pro,2499,2024-04-09,0
CUST_00484,Enterprise,6999,2024-06-28,0
CUST_00485,Basic,999,2024-08-10,0
CUST_00486,Pro,2499,2025-10-20,0
CUST_00487,Pro,2499,2025-03-17,0
CUST_00488,Pro,2499,2025-08-30,0
CUST_00489,Pro,2499,2024-11-20,0
CUST_00490,Pro,2499,2025-05-30,0
CUST_00491,Basic,999,2024-01-16,0
CUST_00492,Enterprise,6999,2024-12-01,0
CUST_00493,Basic,999,2024-09-14,0
CUST_00494,Basic,999,2025-05-11,0
CUST_00495,Pro,2499,2024-06-08,0
CUST_00496,Enterprise,6999,2025-04-19,0
CUST_00497,Basic,999,2025-10-25,0
CUST_00498,Pro,2499,2025-11-20,0
CUST_00499,Basic,999,2025-11-05,0
CUST_00500,Enterprise,6999,2025-01-14,0
CUST_00501,Basic,999,2025-06-28,0
CUST_00502,Basic,999,2025-11-21,0
CUST_00503,Basic,999,2025-03-02,0
CUST_00504,Basic,999,2025-09-04,0
CUST_00505,Enterprise,6999,2024-09-24,0
CUST_00506,Basic,999,2025-07-30,0
CUST_00507,Basic,999,2025-02-20,0
CUST_00508,Basic,999,2024-06-16,0
CUST_00509,Pro,2499,2024-02-12,0
CUST_00510,Basic,999,2025-07-09,0
CUST_00511,Pro,2499,2024-10-11,0
CUST_00512,Enterprise,6999,2025-01-31,0
CUST_00513,Basic,999,2024-01-12,0
CUST_00514,Basic,999,2025-08-29,0
CUST_00515,Basic,999,2024-10-28,0
CUST_00516,Pro,2499,2024-09-09,0
CUST_00517,Pro,2499,2025-05-13,0
CUST_00518,Enterprise,6999,2024-02-04,0
CUST_00519,Basic,999,2025-12-27,0
CUST_00520,Enterprise,6999,2024-03-30,0
CUST_00521,Pro,2499,2025-08-27,0
CUST_00522,Pro,2499,2025-08-24,0
CUST_00523,Pro,2499,2025-02-21,0
CUST_00524,Basic,999,2024-04-24,0
CUST_00525,Pro,2499,2025-09-08,0
CUST_00526,Enterprise,6999,2024-07-14,0
CUST_00527,Pro,2499,2025-05-15,0
CUST_00528,Basic,999,2025-09-17,0
CUST_00529,Pro,2499,2025-05-07,0
CUST_00530,Basic,999,2024-03-15,0
CUST_00531,Basic,999,2025-02-16,0
CUST_00532,Basic,999,2025-01-10,0
CUST_00533,Pro,2499,2025-02-23,0
CUST_00534,Basic,999,2025-12-29,0
CUST_00535,Basic,999,2024-10-03,0
CUST_00536,Basic,999,2025-11-06,0
CUST_00537,Pro,2499,2025-01-28,0
CUST_00538,Basic,999,2025-04-01,0
CUST_00539,Basic,999,2024-07-10,0
CUST_00540,Basic,999,2025-11-19,0
CUST_00541,Basic,999,2024-04-08,0
CUST_00542,Pro,2499,2025-07-01,0
CUST_00543,Pro,2499,2024-04-05,0
CUST_00544,Basic,999,2025-10-25,0
CUST_00545,Basic,999,2025-10-24,0
CUST_00546,Basic,999,2024-07-08,0
CUST_00547,Enterprise,6999,2024-02-06,0
CUST_00548,Basic,999,2025-01-03,0
CUST_00549,Basic,999,2025-11-25,0
CUST_00550,Enterprise,6999,2025-06-08,0
CUST_00551,Basic,999,2024-10-05,0
CUST_00552,Pro,2499,2024-08-04,0
CUST_00553,Basic,999,2024-09-29,0
CUST_00554,Enterprise,6999,2024-03-02,0
CUST_00555,Basic,999,2025-08-18,0
CUST_00556,Basic,999,2025-12-29,0
CUST_00557,Pro,2499,2024-12-07,0
CUST_00558,Basic,999,2025-01-31,0
CUST_00559,Pro,2499,2025-11-29,0
CUST_00560,Basic,999,2024-01-19,0
CUST_00561,Basic,999,2024-06-25,0
CUST_00562,Pro,2499,2025-09-03,0
CUST_00563,Pro,2499,2025-01-30,0
CUST_00564,Enterprise,6999,2025-03-20,0
CUST_00565,Basic,999,2024-08-20,0
CUST_00566,Pro,2499,2024-03-16,0
CUST_00567,Basic,999,2024-09-21,0
CUST_00568,Pro,2499,2025-03-30,0
CUST_00569,Pro,2499,2025-12-18,0
CUST_00570,Pro,2499,2025-01-18,0
CUST_00571,Basic,999,2025-07-17,0
CUST_00572,Basic,999,2025-05-20,0
CUST_00573,Basic,999,2025-01-01,0
CUST_00574,Pro,2499,2024-05-23,0
CUST_00575,Basic,999,2024-03-09,0
CUST_00576,Enterprise,6999,2024-04-08,0
CUST_00577,Basic,999,2025-01-30,0
CUST_00578,Pro,2499,2024-01-25,0
CUST_00579,Basic,999,2025-04-13,0
CUST_00580,Basic,999,2025-04-28,0
CUST_00581,Enterprise,6999,2025-07-18,0
CUST_00582,Pro,2499,2024-05-30,0
CUST_00583,Basic,999,2024-05-23,0
CUST_00584,Pro,2499,2025-07-22,0
CUST_00585,Pro,2499,2024-02-08,0
CUST_00586,Pro,2499,2024-04-18,0
CUST_00587,Pro,2499,2025-11-23,0
CUST_00588,Basic,999,2024-02-11,0
CUST_00589,Basic,999,2024-07-04,0
CUST_00590,Basic,999,2025-02-01,0
CUST_00591,Basic,999,2024-08-10,0
CUST_00592,Pro,2499,2025-09-25,0
CUST_00593,Basic,999,2024-05-12,0
CUST_00594,Basic,999,2024-06-11,0
CUST_00595,Pro,2499,2024-08-02,0
CUST_00596,Basic,999,2024-08-22,0
CUST_00597,Basic,999,2025-10-19,0
CUST_00598,Basic,999,2025-08-10,0
CUST_00599,Pro,2499,2024-01-09,0
CUST_00600,Pro,2499,2024-03-14,0
CUST_00601,Enterprise,6999,2025-05-06,0
CUST_00602,Enterprise,6999,2024-09-09,0
CUST_00603,Basic,999,2024-08-17,0
CUST_00604,Basic,999,2025-06-02,0
CUST_00605,Basic,999,2024-06-22,0
CUST_00606,Pro,2499,2025-10-14,0
CUST_00607,Basic,999,2024-06-16,0
CUST_00608,Basic,999,2024-06-18,0
CUST_00609,Basic,999,2025-01-27,0
CUST_00610,Pro,2499,2025-09-25,0
CUST_00611,Basic,999,2024-07-12,0
CUST_00612,Basic,999,2025-05-31,0
