customer_id,signup_date,region,company_size,industry,acquisition_channel,churn_x,churn_y,churn
CUST_00078,2024-06-10,International,Large,Healthcare,Organic,1,1,1
CUST_00079,2024-07-20,West India,Large,Retail,Organic,0,0,0
CUST_00080,2024-09-26,South India,Medium,Retail,Referral,0,0,1
CUST_00081,2024-09-27,South India,Medium,Healthcare,Referral,1,0,0
CUST_00082,2025-03-31,North India,Small,Healthcare,Referral,0,0,0
CUST_00083,2025-04-06,North India,Large,Finance,Organic,1,0,0
CUST_00084,2025-12-27,West India,Small,Retail,Paid Ads,1,0,0
CUST_00085,2024-09-08,South India,Small,Retail,Referral,0,1,0
CUST_00086,2025-12-02,North India,Small,Retail,Paid Ads,1,0,0
CUST_00087,2024-10-22,North India,Large,Finance,Organic,0,0,0
CUST_00088,2025-12-25,South India,Small,Finance,Organic,0,1,0
CUST_00089,2025-12-20,North India,Large,Healthcare,Paid Ads,0,0,1
CUST_00090,2024-12-03,South India,Small,Retail,Paid Ads,1,0,0
CUST_00091,2024-02-22,South India,Small,Tech,Paid Ads,0,0,0
CUST_00092,2024-08-04,North India,Medium,Tech,Paid Ads,1,0,1
CUST_00093,2024-07-06,International,Small,Healthcare,Organic,1,0,0
CUST_00094,2025-01-14,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_00095,2025-05-07,South India,Medium,Retail,Paid Ads,1,0,1
CUST_00096,2024-02-10,South India,Small,Healthcare,Organic,0,0,0
CUST_00097,2024-06-05,South India,Small,Healthcare,Organic,0,1,0
CUST_00098,2024-01-15,North India,Small,Retail,Paid Ads,1,0,0
CUST_00099,2024-03-05,West India,Medium,Retail,Organic,0,0,0
CUST_00100,2025-06-04,South India,Medium,Finance,Paid Ads,0,0,0
CUST_00101,2024-12-09,International,Small,Healthcare,Organic,1,0,0
CUST_00102,2024-05-08,South India,Small,Tech,Paid Ads,1,0,0
CUST_00103,2025-10-09,West India,Small,Finance,Referral,0,0,0
CUST_00104,2025-04-16,West India,Small,Tech,Referral,0,1,1
CUST_00105,2024-03-03,North India,Medium,Healthcare,Referral,0,0,1
CUST_00106,2024-05-18,South India,Small,Finance,Paid Ads,0,0,0
CUST_00107,2025-05-13,North India,Medium,Finance,Organic,0,0,0
CUST_00108,2025-08-15,North India,Large,Retail,Referral,1,0,0
CUST_00109,2025-01-26,West India,Medium,Healthcare,Paid Ads,0,0,0
CUST_00110,2025-11-05,North India,Small,Retail,Paid Ads,0,1,0
CUST_00111,2025-02-22,North India,Medium,Healthcare,Organic,1,0,0
CUST_00112,2024-10-15,West India,Medium,Healthcare,Organic,0,0,0
CUST_00113,2025-01-13,International,Small,Healthcare,Organic,0,0,0
CUST_00114,2025-05-04,North India,Large,Healthcare,Paid Ads,0,0,0
CUST_00115,2024-08-18,West India,Large,Retail,Referral,0,0,0
CUST_00116,2024-02-10,North India,Small,Healthcare,Paid Ads,1,0,0
CUST_00117,2024-01-28,North India,Small,Healthcare,Paid Ads,1,0,1
CUST_00118,2024-05-14,North India,Small,Finance,Paid Ads,1,1,0
CUST_00119,2024-07-19,West India,Small,Retail,Organic,1,1,1
CUST_00120,2024-02-02,South India,Medium,Finance,Organic,0,0,0
CUST_00121,2024-02-17,North India,Large,Finance,Referral,0,1,0
CUST_00122,2025-05-17,North India,Large,Healthcare,Referral,1,0,0
CUST_00123,2025-02-10,South India,Small,Retail,Paid Ads,1,0,0
CUST_00124,2025-07-27,South India,Large,Retail,Organic,1,0,0
CUST_00125,2025-12-28,West India,Medium,Healthcare,Organic,0,0,0
CUST_00126,2024-04-08,North India,Large,Finance,Referral,0,0,0
CUST_00127,2025-11-14,South India,Large,Healthcare,Organic,0,1,0
CUST_00128,2025-12-26,West India,Small,Tech,Paid Ads,1,1,0
CUST_00129,2025-06-30,West India,Small,Tech,Paid Ads,1,1,0
CUST_00130,2025-09-04,North India,Small,Healthcare,Paid Ads,1,0,0
CUST_00131,2025-04-06,South India,Small,Healthcare,Organic,1,1,0
CUST_00132,2025-10-04,International,Medium,Finance,Organic,1,1,1
CUST_00133,2024-01-05,West India,Small,Retail,Organic,0,0,0
CUST_00134,2024-08-05,South India,Small,Retail,Paid Ads,0,1,0
CUST_00135,2025-05-17,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_00136,2025-02-01,North India,Large,Healthcare,Referral,1,1,1
CUST_00137,2025-01-27,North India,Small,Healthcare,Organic,1,1,0
CUST_00138,2024-07-25,South India,Small,Retail,Paid Ads,1,1,0
CUST_00139,2024-01-15,North India,Small,Healthcare,Paid Ads,0,1,0
CUST_00140,2025-07-07,North India,Small,Finance,Paid Ads,0,0,0
CUST_00141,2025-04-05,West India,Medium,Retail,Referral,1,1,0
CUST_00142,2025-11-21,North India,Medium,Tech,Paid Ads,0,1,0
CUST_00143,2025-07-28,North India,Small,Tech,Paid Ads,0,0,1
CUST_00144,2024-08-28,International,Medium,Healthcare,Referral,1,0,0
CUST_00145,2025-07-17,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_00146,2024-04-05,South India,Large,Retail,Organic,0,1,0
CUST_00147,2025-04-29,West India,Large,Finance,Organic,1,1,0
CUST_00148,2025-02-10,South India,Medium,Tech,Paid Ads,1,0,1
CUST_00149,2024-08-18,West India,Small,Healthcare,Paid Ads,1,1,1
CUST_00150,2025-10-16,South India,Small,Retail,Referral,0,0,1
CUST_00151,2024-06-19,South India,Small,Healthcare,Organic,0,0,0
CUST_00152,2025-06-24,International,Small,Retail,Organic,1,1,0
CUST_00153,2024-02-05,North India,Small,Tech,Organic,0,0,0
CUST_00154,2025-06-08,West India,Small,Finance,Referral,0,0,0
CUST_00155,2024-06-08,South India,Small,Finance,Organic,0,1,0
CUST_00156,2025-11-29,South India,Small,Tech,Referral,1,0,0
CUST_00157,2024-08-30,West India,Large,Finance,Paid Ads,0,0,0
CUST_00158,2024-03-26,South India,Medium,Retail,Organic,0,0,0
CUST_00159,2025-07-31,North India,Small,Finance,Organic,1,1,0
CUST_00160,2025-11-12,South India,Medium,Healthcare,Organic,1,1,0
CUST_00161,2025-07-10,South India,Large,Tech,Organic,0,0,0
CUST_00162,2025-07-27,West India,Small,Tech,Referral,0,0,0
CUST_00163,2025-10-07,West India,Small,Healthcare,Paid Ads,0,0,0
CUST_00164,2024-01-28,North India,Small,Tech,Organic,1,0,0
CUST_00165,2025-09-11,North India,Medium,Retail,Paid Ads,1,1,0
CUST_00166,2025-07-09,North India,Small,Retail,Referral,1,0,1
CUST_00167,2024-12-05,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00168,2024-11-26,West India,Medium,Healthcare,Paid Ads,1,0,1
CUST_00169,2025-10-01,South India,Medium,Tech,Paid Ads,1,1,1
CUST_00170,2025-05-20,South India,Small,Finance,Organic,1,0,0
CUST_00171,2024-12-13,International,Small,Healthcare,Referral,0,0,0
CUST_00172,2025-04-17,South India,Small,Retail,Paid Ads,1,1,0
CUST_00173,2024-08-18,South India,Small,Tech,Organic,1,0,1
CUST_00174,2024-07-08,North India,Medium,Tech,Referral,0,0,1
CUST_00175,2024-08-12,West India,Large,Healthcare,Paid Ads,0,0,0
CUST_00176,2025-01-19,North India,Medium,Retail,Organic,1,0,0
CUST_00177,2025-01-11,South India,Small,Healthcare,Organic,0,0,0
CUST_00178,2024-10-09,International,Small,Healthcare,Paid Ads,1,0,0
CUST_00179,2025-09-24,West India,Medium,Finance,Organic,0,0,0
CUST_00180,2025-09-19,West India,Large,Retail,Organic,0,0,0
CUST_00181,2024-09-15,South India,Small,Finance,Paid Ads,0,0,0
CUST_00182,2024-12-24,South India,Medium,Healthcare,Organic,0,0,0
CUST_00183,2025-12-10,South India,Small,Healthcare,Organic,0,0,0
CUST_00184,2025-03-31,South India,Small,Tech,Referral,1,0,1
CUST_00185,2025-02-14,South India,Medium,Tech,Organic,0,0,0
CUST_00186,2025-10-10,South India,Medium,Tech,Paid Ads,0,0,0
CUST_00187,2024-11-13,North India,Small,Finance,Organic,0,0,0
CUST_00188,2025-11-07,North India,Medium,Healthcare,Organic,1,0,0
CUST_00189,2024-08-12,West India,Medium,Retail,Organic,1,1,0
CUST_00190,2024-08-21,South India,Medium,Healthcare,Paid Ads,1,0,1
CUST_00191,2025-11-14,North India,Medium,Retail,Organic,1,0,1
CUST_00192,2025-10-25,South India,Small,Finance,Organic,1,0,0
CUST_00193,2025-01-08,North India,Small,Retail,Paid Ads,0,1,0
CUST_00194,2025-11-02,North India,Medium,Finance,Organic,0,0,0
CUST_00195,2025-08-30,North India,Medium,Retail,Organic,1,1,1
CUST_00196,2025-04-16,West India,Small,Retail,Organic,0,0,0
CUST_00197,2024-08-20,West India,Small,Finance,Referral,1,0,1
CUST_00198,2025-11-22,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00199,2024-04-22,West India,Medium,Healthcare,Paid Ads,0,0,0
CUST_00200,2025-05-11,North India,Medium,Tech,Paid Ads,0,0,0
CUST_00201,2025-03-17,West India,Medium,Tech,Paid Ads,0,0,0
CUST_00202,2025-07-17,North India,Small,Finance,Organic,1,1,0
CUST_00203,2024-09-24,North India,Small,Retail,Paid Ads,0,0,0
CUST_00204,2025-05-24,West India,Small,Finance,Paid Ads,1,1,1
CUST_00205,2025-01-20,South India,Medium,Finance,Paid Ads,1,1,0
CUST_00206,2025-01-21,North India,Medium,Retail,Organic,1,0,1
CUST_00207,2024-04-22,International,Small,Tech,Organic,1,0,0
CUST_00208,2025-09-04,West India,Small,Healthcare,Organic,0,0,0
CUST_00209,2025-09-16,South India,Small,Tech,Paid Ads,0,0,1
CUST_00210,2024-03-21,South India,Medium,Retail,Paid Ads,1,0,1
CUST_00211,2025-11-29,West India,Small,Tech,Referral,1,0,0
CUST_00212,2024-04-22,International,Small,Finance,Referral,0,0,0
CUST_00213,2024-01-02,South India,Medium,Finance,Paid Ads,1,0,0
CUST_00214,2025-10-03,West India,Small,Finance,Paid Ads,1,0,0
CUST_00215,2024-08-07,West India,Small,Healthcare,Organic,0,0,0
CUST_00216,2025-07-19,South India,Large,Tech,Organic,0,0,0
CUST_00217,2024-08-12,West India,Medium,Retail,Organic,1,1,1
CUST_00218,2025-01-19,South India,Small,Healthcare,Referral,1,0,0
CUST_00219,2025-02-06,North India,Medium,Retail,Paid Ads,1,1,1
CUST_00220,2025-09-29,North India,Medium,Finance,Organic,1,0,0
CUST_00221,2024-05-09,North India,Large,Finance,Organic,0,0,0
CUST_00222,2024-02-22,West India,Medium,Finance,Paid Ads,0,1,1
CUST_00223,2025-11-14,North India,Medium,Tech,Paid Ads,1,0,0
CUST_00224,2025-12-30,West India,Large,Retail,Paid Ads,1,0,1
CUST_00225,2025-11-02,West India,Small,Retail,Referral,1,1,1
CUST_00226,2025-12-10,West India,Medium,Healthcare,Paid Ads,0,0,0
CUST_00227,2025-02-19,North India,Small,Tech,Organic,0,0,0
CUST_00228,2024-09-03,South India,Large,Retail,Organic,0,0,0
CUST_00229,2025-03-14,North India,Large,Healthcare,Paid Ads,1,1,1
CUST_00230,2024-07-21,West India,Small,Healthcare,Organic,1,0,1
CUST_00231,2024-07-02,South India,Small,Healthcare,Organic,1,0,1
CUST_00232,2024-05-02,International,Small,Healthcare,Paid Ads,0,0,0
CUST_00233,2025-02-04,West India,Small,Finance,Paid Ads,0,0,0
CUST_00234,2024-10-20,West India,Small,Retail,Referral,0,0,0
CUST_00235,2024-10-06,North India,Medium,Healthcare,Paid Ads,0,0,0
CUST_00236,2025-09-01,North India,Medium,Healthcare,Referral,1,0,1
CUST_00237,2024-07-16,West India,Medium,Healthcare,Referral,1,0,0
CUST_00238,2025-05-25,North India,Small,Retail,Paid Ads,0,0,0
CUST_00239,2024-05-23,West India,Medium,Tech,Organic,0,0,0
CUST_00240,2025-08-31,North India,Large,Retail,Organic,1,1,0
CUST_00241,2024-07-19,West India,Small,Finance,Paid Ads,1,1,0
CUST_00242,2024-05-03,West India,Small,Tech,Referral,0,1,0
CUST_00243,2024-07-05,South India,Small,Tech,Paid Ads,1,1,1
CUST_00244,2024-11-21,South India,Small,Tech,Organic,1,0,0
CUST_00245,2025-04-08,West India,Medium,Finance,Paid Ads,0,0,0
CUST_00246,2024-12-14,South India,Small,Retail,Referral,0,0,0
CUST_00247,2025-10-21,North India,Medium,Healthcare,Organic,0,0,1
CUST_00248,2025-02-06,North India,Medium,Tech,Organic,1,0,0
CUST_00249,2024-12-11,South India,Small,Finance,Organic,0,0,0
CUST_00250,2025-05-25,South India,Small,Finance,Paid Ads,0,1,1
CUST_00251,2024-05-26,West India,Medium,Finance,Referral,0,0,0
CUST_00252,2024-05-27,North India,Medium,Healthcare,Paid Ads,1,0,0
CUST_00253,2025-12-11,North India,Small,Retail,Referral,0,0,0
CUST_00254,2025-05-03,International,Large,Finance,Paid Ads,1,0,1
CUST_00255,2025-10-01,South India,Medium,Retail,Paid Ads,1,1,1
CUST_00256,2025-07-04,South India,Small,Tech,Paid Ads,0,0,0
CUST_00257,2024-12-03,West India,Medium,Healthcare,Organic,0,0,0
CUST_00258,2025-10-02,West India,Small,Tech,Referral,0,0,0
CUST_00259,2025-04-17,North India,Small,Retail,Organic,0,0,1
CUST_00260,2024-05-30,International,Medium,Healthcare,Referral,0,0,0
CUST_00261,2025-02-18,International,Small,Finance,Referral,0,1,0
CUST_00262,2024-10-24,South India,Small,Tech,Referral,1,0,0
CUST_00263,2025-09-02,South India,Small,Retail,Organic,0,1,0
CUST_00264,2024-09-19,West India,Small,Finance,Referral,0,0,0
CUST_00265,2024-05-23,South India,Small,Tech,Organic,0,0,1
CUST_00266,2024-12-11,South India,Medium,Retail,Paid Ads,1,0,0
CUST_00267,2025-09-15,West India,Small,Finance,Paid Ads,0,1,1
CUST_00268,2025-07-25,North India,Small,Finance,Organic,0,0,0
CUST_00269,2024-01-02,North India,Small,Healthcare,Organic,1,0,0
CUST_00270,2024-10-30,South India,Small,Finance,Paid Ads,0,0,0
CUST_00271,2024-09-10,North India,Small,Retail,Referral,0,0,0
CUST_00272,2025-10-13,North India,Large,Retail,Paid Ads,1,1,1
CUST_00273,2025-03-28,South India,Medium,Finance,Referral,1,1,0
CUST_00274,2024-02-06,South India,Large,Finance,Organic,1,0,0
CUST_00275,2024-06-08,North India,Small,Finance,Paid Ads,1,0,0
CUST_00276,2024-01-09,International,Medium,Healthcare,Referral,0,0,0
CUST_00277,2024-08-20,International,Medium,Finance,Paid Ads,0,0,0
CUST_00278,2024-04-08,South India,Medium,Healthcare,Paid Ads,1,0,0
CUST_00279,2025-10-20,West India,Small,Finance,Organic,0,0,0
CUST_00280,2024-07-26,West India,Small,Healthcare,Referral,1,0,0
CUST_00281,2024-05-10,West India,Medium,Finance,Referral,1,0,1
CUST_00282,2025-02-07,North India,Medium,Healthcare,Paid Ads,0,1,1
CUST_00283,2024-05-31,South India,Medium,Tech,Paid Ads,0,0,0
CUST_00284,2024-02-23,West India,Small,Finance,Referral,0,0,0
CUST_00285,2024-04-29,South India,Small,Healthcare,Paid Ads,0,1,1
CUST_00286,2025-11-03,South India,Large,Healthcare,Referral,1,0,1
CUST_00287,2025-09-19,North India,Small,Retail,Paid Ads,1,0,0
CUST_00288,2025-08-09,International,Medium,Retail,Paid Ads,0,1,0
CUST_00289,2025-09-16,South India,Small,Retail,Paid Ads,1,1,1
CUST_00290,2025-02-23,North India,Medium,Retail,Organic,0,1,0
CUST_00291,2025-02-25,South India,Small,Tech,Organic,0,0,0
CUST_00292,2024-04-13,West India,Small,Healthcare,Paid Ads,0,0,0
CUST_00293,2024-09-10,North India,Small,Tech,Referral,1,0,0
CUST_00294,2024-08-14,South India,Medium,Retail,Paid Ads,0,1,0
CUST_00295,2024-04-21,South India,Small,Retail,Referral,1,0,0
CUST_00296,2025-05-24,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00297,2025-04-17,South India,Small,Retail,Referral,1,1,0
CUST_00298,2024-04-08,South India,Large,Retail,Paid Ads,1,0,0
CUST_00299,2024-06-01,North India,Small,Tech,Referral,0,0,0
CUST_00300,2024-12-03,North India,Small,Tech,Paid Ads,0,0,0
CUST_00301,2025-12-06,West India,Large,Healthcare,Referral,0,0,0
CUST_00302,2024-06-11,South India,Medium,Tech,Paid Ads,0,0,0
CUST_00303,2025-12-20,North India,Medium,Finance,Paid Ads,1,0,0
CUST_00304,2025-11-11,North India,Small,Retail,Referral,1,0,0
CUST_00305,2024-06-09,South India,Large,Healthcare,Organic,0,0,0
CUST_00306,2025-08-02,North India,Medium,Retail,Paid Ads,1,0,0
CUST_00307,2025-02-01,South India,Medium,Finance,Referral,1,1,0
CUST_00308,2024-10-03,West India,Large,Retail,Organic,0,0,0
CUST_00309,2025-05-18,North India,Medium,Finance,Referral,0,0,0
CUST_00310,2025-01-26,North India,Small,Finance,Paid Ads,0,0,0
CUST_00311,2024-05-14,South India,Small,Healthcare,Paid Ads,1,1,0
CUST_00312,2024-07-13,South India,Medium,Finance,Paid Ads,0,0,0
CUST_00313,2025-02-04,North India,Medium,Finance,Paid Ads,0,0,1
CUST_00314,2025-10-01,North India,Medium,Retail,Paid Ads,1,0,1
CUST_00315,2024-02-02,South India,Small,Healthcare,Referral,0,0,0
CUST_00316,2025-11-18,South India,Medium,Healthcare,Organic,0,0,0
CUST_00317,2025-04-04,South India,Medium,Finance,Paid Ads,0,0,0
CUST_00318,2025-04-14,North India,Small,Retail,Organic,1,0,0
CUST_00319,2025-01-09,South India,Small,Healthcare,Referral,0,0,0
CUST_00320,2024-01-22,North India,Large,Finance,Organic,0,0,0
CUST_00321,2025-10-31,South India,Small,Tech,Organic,0,0,0
CUST_00322,2024-02-07,North India,Small,Retail,Referral,1,0,0
CUST_00323,2024-08-17,South India,Small,Finance,Paid Ads,1,0,1
CUST_00324,2024-12-30,North India,Small,Healthcare,Organic,1,0,0
CUST_00325,2025-07-16,South India,Small,Finance,Paid Ads,0,0,0
CUST_00326,2025-03-13,South India,Large,Finance,Organic,1,1,1
CUST_00327,2024-10-09,North India,Small,Tech,Referral,1,0,0
CUST_00328,2024-01-27,South India,Large,Retail,Paid Ads,0,0,0
CUST_00329,2024-08-13,South India,Small,Tech,Organic,1,0,0
CUST_00330,2024-10-03,West India,Large,Tech,Paid Ads,0,1,0
CUST_00331,2025-08-31,West India,Small,Tech,Organic,0,1,1
CUST_00332,2024-10-10,South India,Medium,Retail,Paid Ads,0,0,0
CUST_00333,2025-04-25,West India,Small,Tech,Paid Ads,1,1,0
CUST_00334,2025-03-28,North India,Small,Healthcare,Paid Ads,0,1,1
CUST_00335,2025-10-20,South India,Small,Retail,Referral,0,0,0
CUST_00336,2025-05-30,International,Medium,Healthcare,Referral,0,0,0
CUST_00337,2025-06-30,West India,Small,Retail,Organic,0,0,0
CUST_00338,2024-07-10,International,Large,Healthcare,Organic,0,0,0
CUST_00339,2024-02-18,South India,Small,Finance,Paid Ads,0,0,1
CUST_00340,2025-05-26,South India,Small,Tech,Paid Ads,0,0,0
CUST_00341,2024-01-17,North India,Small,Healthcare,Organic,1,0,0
CUST_00342,2024-06-20,North India,Medium,Healthcare,Referral,1,1,0
CUST_00343,2024-08-07,South India,Small,Tech,Referral,0,0,0
CUST_00344,2024-06-06,West India,Small,Tech,Referral,0,0,0
CUST_00345,2025-04-21,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00346,2024-02-15,North India,Small,Retail,Paid Ads,1,1,0
CUST_00347,2025-01-07,North India,Medium,Healthcare,Organic,1,0,1
CUST_00348,2025-06-01,North India,Small,Retail,Referral,1,1,1
CUST_00349,2024-04-08,South India,Medium,Tech,Organic,0,0,0
CUST_00350,2024-02-06,International,Large,Retail,Organic,1,0,0
CUST_00351,2024-10-06,South India,Small,Retail,Organic,0,0,0
CUST_00352,2024-12-14,South India,Small,Retail,Paid Ads,0,0,0
CUST_00353,2025-05-11,West India,Large,Finance,Referral,0,0,0
CUST_00354,2024-10-28,International,Medium,Retail,Organic,0,0,0
CUST_00355,2024-06-29,West India,Small,Healthcare,Organic,1,1,0
CUST_00356,2025-08-29,West India,Medium,Tech,Organic,1,0,1
CUST_00357,2024-04-08,North India,Small,Retail,Paid Ads,1,0,1
CUST_00358,2025-11-30,International,Large,Healthcare,Paid Ads,1,0,1
CUST_00359,2024-04-25,South India,Medium,Finance,Organic,0,0,0
CUST_00360,2024-07-09,West India,Medium,Retail,Paid Ads,0,0,0
CUST_00361,2024-09-09,North India,Large,Retail,Organic,1,0,1
CUST_00362,2024-06-09,South India,Medium,Finance,Referral,0,0,0
CUST_00363,2024-09-12,North India,Medium,Healthcare,Organic,0,0,0
CUST_00364,2024-11-18,North India,Large,Healthcare,Paid Ads,0,0,0
CUST_00365,2024-05-07,North India,Small,Healthcare,Paid Ads,0,0,0
CUST_00366,2024-01-18,South India,Small,Healthcare,Paid Ads,1,0,0
CUST_00367,2025-07-19,West India,Small,Tech,Paid Ads,0,0,0
CUST_00368,2025-07-23,South India,Large,Healthcare,Paid Ads,0,0,0
CUST_00369,2024-11-18,North India,Medium,Finance,Organic,1,0,0
CUST_00370,2025-11-16,West India,Small,Healthcare,Organic,0,1,1
CUST_00371,2025-09-17,North India,Small,Retail,Paid Ads,1,0,0
CUST_00372,2024-10-14,South India,Small,Retail,Organic,0,1,0
CUST_00373,2025-10-24,South India,Small,Retail,Referral,1,1,0
CUST_00374,2025-09-30,North India,Large,Retail,Paid Ads,1,0,0
CUST_00375,2024-06-03,International,Medium,Tech,Referral,0,0,0
CUST_00376,2025-05-04,International,Large,Retail,Paid Ads,1,1,0
CUST_00377,2025-01-20,West India,Small,Retail,Organic,0,0,1
CUST_00378,2024-04-13,South India,Medium,Finance,Organic,1,0,0
CUST_00379,2025-01-27,South India,Small,Tech,Organic,0,0,0
CUST_00380,2024-09-02,South India,Large,Healthcare,Paid Ads,0,0,0
CUST_00381,2024-06-24,South India,Large,Finance,Organic,0,0,0
CUST_00382,2024-02-08,South India,Large,Retail,Paid Ads,0,0,0
CUST_00383,2025-04-21,South India,Medium,Retail,Paid Ads,0,0,0
CUST_00384,2025-11-12,North India,Small,Retail,Paid Ads,0,0,0
CUST_00385,2025-06-21,South India,Medium,Tech,Paid Ads,0,0,0
CUST_00386,2025-02-11,North India,Small,Retail,Organic,1,1,0
